spot,flat_65_vol_bermudan.csv,BS_vol_surface_expire_bermudan.csv,BS_vol_surface_expire_contin.csv,local_vol_expiry_bermudan.csv,local_vol_expiry_contin.csv,local_vol_t_bermudan.csv,local_vol_t_contin.csv
1.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0
59.61046,14940.824,14939.917,14940.005,14940.254,14940.213,14940.265,14940.271
118.22092,14882.118,14881.613,14881.566,14881.618,14881.619,14881.567,14881.616
176.83138,14823.708,14823.072,14823.072,14822.848,14822.914,14823.014,14823.066
235.44183,14765.604,14764.407,14764.441,14764.411,14764.407,14764.406,14764.469
294.0523,14707.839,14705.857,14705.811,14705.866,14705.981,14705.829,14705.856
352.66275,14650.431,14647.315,14647.216,14647.209,14647.336,14647.247,14647.236
411.2732,14593.398,14588.643,14588.577,14588.683,14588.661,14588.577,14588.609
469.88367,14536.753,14530.011,14529.953,14530.054,14530.055,14529.942,14529.967
528.49414,14480.505,14471.311,14471.261,14471.37,14471.378,14471.321,14471.333
587.1046,14424.649,14412.636,14412.593,14412.734,14412.697,14412.682,14412.695
645.715,14369.194,14353.968,14353.92,14354.072,14354.051,14354.021,14354.05
704.3255,14314.141,14295.309,14295.246,14295.427,14295.37,14295.392,14295.422
762.936,14259.4795,14236.665,14236.614,14236.75,14236.743,14236.788,14236.782
821.5464,14205.21,14178.016,14178.004,14178.042,14178.063,14178.168,14178.17
880.15686,14151.321,14119.416,14119.382,14119.399,14119.402,14119.534,14119.554
938.76733,14097.817,14060.804,14060.807,14060.727,14060.734,14060.924,14060.934
997.3778,14044.687,14002.261,14002.252,14002.096,14002.087,14002.3,14002.313
1055.9883,13991.93,13943.746,13943.745,13943.487,13943.464,13943.6875,13943.707
1114.5988,13939.528,13885.225,13885.213,13884.867,13884.865,13885.089,13885.096
1173.2092,13887.484,13826.723,13826.706,13826.308,13826.287,13826.481,13826.488
1231.8196,13835.795,13768.205,13768.189,13767.723,13767.711,13767.878,13767.887
1290.43,13784.444,13709.683,13709.687,13709.161,13709.161,13709.27,13709.267
1349.0405,13733.439,13651.201,13651.198,13650.595,13650.614,13650.67,13650.676
1407.651,13682.748,13592.739,13592.743,13592.039,13592.084,13592.084,13592.099
1466.2615,13632.391,13534.292,13534.299,13533.494,13533.512,13533.506,13533.515
1524.872,13582.34,13475.864,13475.858,13474.952,13474.938,13474.933,13474.941
1583.4824,13532.612,13417.462,13417.475,13416.384,13416.375,13416.365,13416.375
1642.0928,13483.174,13359.098,13359.116,13357.818,13357.833,13357.802,13357.814
1700.7032,13434.038,13300.772,13300.809,13299.279,13299.309,13299.255,13299.27
1759.3137,13385.197,13242.491,13242.518,13240.738,13240.79,13240.71,13240.73
1817.9242,13336.632,13184.269,13184.262,13182.22,13182.278,13182.18,13182.202
1876.5347,13288.352,13126.089,13126.054,13123.711,13123.75,13123.662,13123.671
1935.1451,13240.34,13067.943,13067.9,13065.204,13065.237,13065.147,13065.172
1993.7556,13192.598,13009.842,13009.812,13006.723,13006.753,13006.665,13006.689
2052.366,13145.122,12951.808,12951.778,12948.25,12948.275,12948.202,12948.227
2110.9766,13097.8955,12893.83,12893.806,12889.793,12889.814,12889.761,12889.79
2169.587,13050.926,12835.918,12835.906,12831.3545,12831.375,12831.345,12831.374
2228.1975,13004.209,12778.07,12778.058,12772.942,12772.956,12772.953,12772.974
2286.8079,12957.727,12720.295,12720.286,12714.556,12714.559,12714.589,12714.606
2345.4185,12911.48,12662.592,12662.585,12656.202,12656.204,12656.252,12656.2705
2404.0288,12865.475,12604.971,12604.964,12597.869,12597.867,12597.954,12597.973
2462.6392,12819.696,12547.434,12547.42,12539.565,12539.567,12539.685,12539.705
2521.2498,12774.132,12489.9795,12489.957,12481.295,12481.304,12481.454,12481.476
2579.86,12728.796,12432.623,12432.592,12423.068,12423.086,12423.264,12423.292
2638.4707,12683.672,12375.354,12375.336,12364.881,12364.8955,12365.117,12365.143
2697.081,12638.761,12318.188,12318.179,12306.732,12306.745,12307.014,12307.042
2755.6917,12594.056,12261.128,12261.114,12248.637,12248.639,12248.962,12248.989
2814.302,12549.548,12204.171,12204.157,12190.589,12190.585,12190.965,12190.987
2872.9124,12505.247,12147.323,12147.304,12132.598,12132.585,12133.0205,12133.042
2931.523,12461.137,12090.578,12090.5625,12074.651,12074.646,12075.133,12075.154
2990.1333,12417.231,12033.957,12033.9375,12016.771,12016.758,12017.307,12017.324
3048.744,12373.501,11977.455,11977.428,11958.94,11958.943,11959.548,11959.564
3107.3542,12329.967,11921.069,11921.034,11901.177,11901.1875,11901.852,11901.871
3165.9648,12286.61,11864.812,11864.776,11843.481,11843.499,11844.227,11844.245
3224.5752,12243.433,11808.68,11808.64,11785.8545,11785.881,11786.678,11786.693
3283.1855,12200.441,11752.676,11752.634,11728.299,11728.335,11729.201,11729.221
3341.7961,12157.619,11696.811,11696.764,11670.825,11670.864,11671.81,11671.829
3400.4065,12114.966,11641.075,11641.025,11613.429,11613.477,11614.5,11614.517
3459.017,12072.473,11585.484,11585.431,11556.123,11556.176,11557.275,11557.292
3517.6274,12030.148,11530.036,11529.979,11498.899,11498.95,11500.142,11500.16
3576.238,11987.985,11474.723,11474.666,11441.753,11441.81,11443.1045,11443.122
3634.8484,11945.991,11419.553,11419.502,11384.697,11384.762,11386.159,11386.178
3693.459,11904.143,11364.54,11364.484,11327.753,11327.8125,11329.318,11329.335
3752.0693,11862.451,11309.677,11309.617,11270.9,11270.962,11272.587,11272.595
3810.6797,11820.901,11254.964,11254.906,11214.152,11214.206,11215.956,11215.967
3869.2903,11779.516,11200.41,11200.351,11157.508,11157.56,11159.432,11159.442
3927.9006,11738.271,11146.011,11145.948,11100.968,11101.018,11103.02,11103.026
3986.5112,11697.168,11091.767,11091.706,11044.54,11044.589,11046.723,11046.729
4045.1216,11656.216,11037.687,11037.626,10988.219,10988.27,10990.542,10990.554
4103.732,11615.397,10983.777,10983.709,10932.0205,10932.071,10934.485,10934.497
4162.343,11574.711,10930.021,10929.953,10875.9375,10875.988,10878.555,10878.565
4220.953,11534.16,10876.447,10876.367,10819.97,10820.029,10822.752,10822.76
4279.5635,11493.748,10823.04,10822.955,10764.134,10764.195,10767.078,10767.089
4338.174,11453.475,10769.804,10769.711,10708.42,10708.485,10711.538,10711.55
4396.784,11413.324,10716.743,10716.64,10652.837,10652.905,10656.14,10656.149
4455.395,11373.292,10663.85,10663.744,10597.39,10597.455,10600.874,10600.88
4514.0054,11333.396,10611.137,10611.022,10542.075,10542.143,10545.753,10545.754
4572.6157,11293.619,10558.607,10558.483,10486.898,10486.967,10490.776,10490.773
4631.226,11253.97,10506.254,10506.121,10431.859,10431.928,10435.952,10435.939
4689.837,11214.431,10454.076,10453.944,10376.964,10377.03,10381.2705,10381.254
4748.4473,11175.021,10402.083,10401.946,10322.213,10322.28,10326.746,10326.725
4807.0576,11135.728,10350.274,10350.13,10267.609,10267.682,10272.373,10272.353
4865.668,11096.564,10298.651,10298.501,10213.158,10213.228,10218.159,10218.135
4924.2783,11057.488,10247.215,10247.059,10158.86,10158.93,10164.104,10164.077
4982.889,11018.546,10195.964,10195.798,10104.712,10104.783,10110.211,10110.182
5041.4995,10979.703,10144.904,10144.732,10050.724,10050.797,10056.484,10056.452
5100.11,10940.984,10094.032,10093.852,9996.897,9996.972,10002.926,10002.889
5158.72,10902.366,10043.351,10043.161,9943.233,9943.311,9949.536,9949.495
5217.3306,10863.857,9992.86,9992.663,9889.7295,9889.813,9896.316,9896.272
5275.9414,10825.453,9942.558,9942.353,9836.395,9836.4795,9843.272,9843.223
5334.552,10787.147,9892.455,9892.236,9783.228,9783.318,9790.402,9790.349
5393.162,10748.952,9842.54,9842.312,9730.2295,9730.323,9737.711,9737.649
5451.7725,10710.845,9792.822,9792.583,9677.404,9677.504,9685.196,9685.131
5510.3833,10672.84,9743.297,9743.047,9624.753,9624.853,9632.863,9632.798
5568.9937,10634.934,9693.971,9693.706,9572.279,9572.38,9580.714,9580.642
5627.604,10597.133,9644.838,9644.563,9519.985,9520.088,9528.754,9528.677
5686.2144,10559.428,9595.898,9595.614,9467.869,9467.978,9476.977,9476.892
5744.8247,10521.811,9547.156,9546.864,9415.935,9416.041,9425.387,9425.296
5803.4355,10484.294,9498.612,9498.304,9364.182,9364.29,9373.989,9373.893
5862.046,10446.863,9450.267,9449.947,9312.617,9312.725,9322.781,9322.678
5920.6562,10409.533,9402.117,9401.787,9261.239,9261.345,9271.769,9271.658
5979.2666,10372.289,9354.167,9353.824,9210.05,9210.154,9220.945,9220.832
6037.8774,10335.14,9306.416,9306.059,9159.049,9159.155,9170.319,9170.2
6096.488,10298.073,9258.86,9258.491,9108.24,9108.343,9119.895,9119.769
6155.098,10261.095,9211.504,9211.121,9057.626,9057.726,9069.667,9069.532
6213.7085,10224.198,9164.349,9163.954,9007.202,9007.304,9019.638,9019.499
6272.319,10187.39,9117.394,9116.983,8956.9795,8957.074,8969.812,8969.663
6330.9297,10150.673,9070.634,9070.208,8906.948,8907.044,8920.185,8920.028
6389.54,10114.034,9024.078,9023.634,8857.114,8857.211,8870.765,8870.597
6448.1504,10077.468,8977.722,8977.256,8807.476,8807.58,8821.546,8821.368
6506.7607,10040.987,8931.5625,8931.078,8758.041,8758.145,8772.535,8772.347
6565.371,10004.585,8885.605,8885.104,8708.807,8708.913,8723.73,8723.53
6623.982,9968.255,8839.846,8839.322,8659.778,8659.887,8675.134,8674.919
6682.5923,9932.024,8794.289,8793.741,8610.949,8611.06,8626.743,8626.516
6741.2026,9895.859,8748.93,8748.36,8562.326,8562.436,8578.5625,8578.317
6799.813,9859.754,8703.7705,8703.178,8513.911,8514.017,8530.59,8530.333
6858.424,9823.731,8658.809,8658.193,8465.699,8465.805,8482.826,8482.556
6917.034,9787.802,8614.048,8613.405,8417.698,8417.798,8435.274,8434.987
6975.6445,9751.933,8569.485,8568.818,8369.901,8370.004,8387.932,8387.63
7034.255,9716.144,8525.122,8524.429,8322.312,8322.414,8340.801,8340.482
7092.865,9680.424,8480.958,8480.238,8274.935,8275.035,8293.884,8293.551
7151.476,9644.785,8436.995,8436.243,8227.764,8227.862,8247.179,8246.831
7210.0864,9609.202,8393.225,8392.444,8180.8057,8180.9033,8200.6875,8200.321
7268.697,9573.709,8349.653,8348.845,8134.0527,8134.1514,8154.4087,8154.026
7327.307,9538.258,8306.277,8305.439,8087.5166,8087.613,8108.343,8107.943
7385.918,9502.909,8263.098,8262.229,8041.1924,8041.2847,8062.492,8062.075
7444.5283,9467.602,8220.113,8219.216,7995.081,7995.1694,8016.8594,8016.4194
7503.1387,9432.383,8177.3257,8176.399,7949.185,7949.2666,7971.436,7970.9795
7561.749,9397.198,8134.7363,8133.772,7903.5034,7903.579,7926.2305,7925.7534
7620.3594,9362.106,8092.337,8091.3433,7858.03,7858.101,7881.242,7880.742
7678.97,9327.054,8050.134,8049.104,7812.7754,7812.8384,7836.466,7835.9434
7737.5806,9292.086,8008.124,8007.0586,7767.7324,7767.793,7791.9053,7791.361
7796.191,9257.166,7966.3076,7965.207,7722.905,7722.958,7747.5576,7746.991
7854.8013,9222.333,7924.686,7923.5483,7678.292,7678.339,7703.4287,7702.838
7913.412,9187.531,7883.2563,7882.08,7633.8945,7633.9326,7659.5117,7658.899
7972.0225,9152.832,7842.017,7840.8013,7589.7124,7589.7427,7615.812,7615.1753
8030.633,9118.155,7800.971,7799.7124,7545.747,7545.7666,7572.3267,7571.665
8089.243,9083.574,7760.115,7758.8125,7501.998,7502.0034,7529.0557,7528.368
8147.8535,9049.0205,7719.4507,7718.1035,7458.4604,7458.4556,7486.001,7485.284
8206.464,9014.545,7678.9727,7677.5815,7415.1377,7415.121,7443.1597,7442.414
8265.074,8980.113,7638.6816,7637.2476,7372.0337,7372.005,7400.534,7399.7583
8323.686,8945.754,7598.581,7597.099,7329.1445,7329.103,7358.1235,7357.3184
8382.296,8911.438,7558.6704,7557.139,7286.472,7286.416,7315.9263,7315.0913
8440.906,8877.196,7518.945,7517.363,7244.0166,7243.944,7273.942,7273.076
8499.517,8843.006,7479.409,7477.775,7201.7764,7201.6885,7232.172,7231.2715
8558.127,8808.876,7440.056,7438.3687,7159.751,7159.6484,7190.6133,7189.6807
8616.737,8774.789,7400.889,7399.1484,7117.942,7117.821,7149.2686,7148.3
8675.348,8740.757,7361.9062,7360.109,7076.3467,7076.2085,7108.136,7107.131
8733.958,8706.791,7323.11,7321.2544,7034.9673,7034.8105,7067.2144,7066.1714
8792.568,8672.88,7284.493,7282.5806,6993.802,6993.626,7026.5034,7025.419
8851.18,8639.027,7246.061,7244.083,6952.8486,6952.6562,6986.0024,6984.88
8909.79,8605.215,7207.811,7205.77,6912.1143,6911.897,6945.714,6944.55
8968.4,8571.485,7169.744,7167.638,6871.592,6871.356,6905.6343,6904.4272
9027.011,8537.781,7131.855,7129.685,6831.281,6831.025,6865.7617,6864.513
9085.621,8504.131,7094.1465,7091.9087,6791.187,6790.9062,6826.099,6824.8057
9144.231,8470.528,7056.6157,7054.3086,6751.304,6751.0024,6786.6426,6785.3047
9202.842,8436.994,7019.2646,7016.8857,6711.6333,6711.305,6747.3936,6746.0103
9261.452,8403.49,6982.09,6979.6387,6672.1777,6671.8228,6708.35,6706.92
9320.0625,8370.062,6945.093,6942.566,6632.931,6632.55,6669.514,6668.0337
9378.674,8336.646,6908.2725,6905.6655,6593.901,6593.488,6630.883,6629.3506
9437.284,8303.31,6871.6245,6868.9395,6555.08,6554.6367,6592.4546,6590.869
9495.895,8270.008,6835.155,6832.384,6516.4707,6515.995,6554.232,6552.5947
9554.505,8236.764,6798.8555,6796.0015,6478.071,6477.5615,6516.21,6514.517
9613.115,8203.556,6762.7314,6759.7905,6439.8804,6439.339,6478.391,6476.642
9671.726,8170.4155,6726.7793,6723.751,6401.9,6401.322,6440.772,6438.964
9730.336,8137.3037,6690.9956,6687.8784,6364.1284,6363.5146,6403.3545,6401.4873
9788.946,8104.262,6655.3867,6652.175,6326.5654,6325.9126,6366.1353,6364.206
9847.557,8071.2324,6619.945,6616.639,6289.2075,6288.517,6329.1143,6327.1255
9906.167,8038.281,6584.673,6581.2705,6252.0586,6251.326,6292.292,6290.24
9964.778,8005.3594,6549.572,6546.067,6215.116,6214.3433,6255.6675,6253.55
10023.389,7972.484,6514.638,6511.0317,6178.3794,6177.565,6219.239,6217.0557
10081.999,7939.6543,6479.8696,6476.16,6141.849,6140.99,6183.005,6180.7544
10140.609,7906.8774,6445.266,6441.4517,6105.525,6104.618,6146.9663,6144.647
10199.22,7874.1436,6410.8296,6406.9067,6069.404,6068.4478,6111.1216,6108.731
10257.83,7841.4546,6376.5566,6372.5225,6033.486,6032.48,6075.4688,6073.0044
10316.44,7808.798,6342.4473,6338.301,5997.7695,5996.7124,6040.006,6037.468
10375.051,7776.1865,6308.5005,6304.2397,5962.258,5961.1465,6004.734,6002.1226
10433.661,7743.6187,6274.716,6270.3394,5926.946,5925.7812,5969.651,5966.9624
10492.272,7711.0884,6241.0923,6236.5938,5891.838,5890.6157,5934.757,5931.9873
10550.883,7678.6006,6207.6294,6203.009,5856.929,5855.65,5900.0503,5897.202
10609.493,7646.166,6174.3267,6169.5815,5822.2197,5820.88,5865.5303,5862.599
10668.104,7613.762,6141.183,6136.3096,5787.709,5786.3076,5831.197,5828.182
10726.714,7581.4126,6108.1963,6103.1924,5753.397,5751.932,5797.0464,5793.9463
10785.324,7549.096,6075.367,6070.2305,5719.2827,5717.752,5763.079,5759.8936
10843.935,7516.8145,6042.693,6037.421,5685.3647,5683.7656,5729.295,5726.0195
10902.545,7484.5786,6010.175,6004.7646,5651.6436,5649.974,5695.691,5692.3247
10961.155,7452.379,5977.811,5972.26,5618.117,5616.375,5662.2676,5658.809
11019.767,7420.215,5945.601,5939.9053,5584.785,5582.9688,5629.0234,5625.47
11078.377,7388.0957,5913.545,5907.704,5551.648,5549.754,5595.957,5592.3096
11136.987,7356.0337,5881.642,5875.651,5518.7056,5516.731,5563.07,5559.323
11195.598,7323.9805,5849.891,5843.747,5485.9526,5483.8984,5530.3564,5526.5117
11254.208,7291.9893,5818.2905,5811.9907,5453.3926,5451.255,5497.8193,5493.872
11312.818,7259.999,5786.8394,5780.3804,5421.023,5418.8,5465.4556,5461.406
11371.429,7228.093,5755.5386,5748.918,5388.8438,5386.533,5433.265,5429.1084
11430.039,7196.1836,5724.386,5717.6,5356.8535,5354.454,5401.2456,5396.981
11488.649,7164.339,5693.38,5686.427,5325.05,5322.5586,5369.3975,5365.0215
11547.261,7132.496,5662.5205,5655.398,5293.434,5290.849,5337.717,5333.23
11605.871,7100.725,5631.8086,5624.5107,5262.0054,5259.3237,5306.206,5301.6074
11664.481,7068.9673,5601.2417,5593.7676,5230.764,5227.9834,5274.862,5270.1475
11723.092,7037.267,5570.82,5563.164,5199.709,5196.825,5243.685,5238.8535
11781.702,7005.566,5540.541,5532.7007,5168.8354,5165.8477,5212.673,5207.7217
11840.3125,6973.9453,5510.405,5502.377,5138.1465,5135.0522,5181.824,5176.752
11898.923,6942.3223,5480.412,5472.194,5107.641,5104.4365,5151.1396,5145.9424
11957.533,6910.7637,5450.56,5442.146,5077.317,5074.0024,5120.6157,5115.2935
12016.144,6879.2075,5420.847,5412.236,5047.1733,5043.744,5090.253,5084.8037
12074.755,6847.725,5391.2744,5382.4614,5017.2104,5013.6626,5060.0493,5054.4717
12133.365,6816.239,5361.8423,5352.8228,4987.4277,4983.7603,5030.005,5024.2954
12191.976,6784.825,5332.546,5323.321,4957.8237,4954.032,5000.118,4994.2764
12250.586,6753.403,5303.388,5293.9497,4928.396,4924.4805,4970.388,4964.4087
12309.196,6722.0635,5274.3667,5264.7134,4899.147,4895.1025,4940.8115,4934.6953
12367.807,6690.7095,5245.4805,5235.6084,4870.073,4865.8965,4911.3896,4905.1343
12426.417,6659.43,5216.7305,5206.6353,4841.174,4836.8623,4882.1187,4875.722
12485.027,6628.133,5188.1147,5177.7935,4812.4507,4807.999,4853.001,4846.461
12543.638,6596.9272,5159.6313,5149.0796,4783.9,4779.3057,4824.0337,4817.347
12602.249,6565.7104,5131.281,5120.496,4755.522,4750.782,4795.2153,4788.381
12660.859,6534.575,5103.063,5092.041,4727.3145,4722.4277,4766.5474,4759.5625
12719.47,6503.4053,5074.977,5063.713,4699.281,4694.241,4738.0254,4730.8887
12778.08,6472.353,5047.02,5035.511,4671.416,4666.221,4709.6514,4702.3594
12836.69,6441.2524,5019.193,5007.4355,4643.7197,4638.3667,4681.4224,4673.972
12895.301,6410.256,4991.496,4979.4854,4616.192,4610.677,4653.3384,4645.728
12953.911,6379.2173,4963.927,4951.6577,4588.8315,4583.1504,4625.396,4617.625
13012.521,6348.2954,4936.4844,4923.954,4561.637,4555.787,4597.5967,4589.661
13071.132,6317.326,4909.17,4896.373,4534.609,4528.587,4569.9385,4561.837
13129.742,6286.4683,4881.98,4868.914,4507.7446,4501.5464,4542.4204,4534.1484
13188.354,6255.5557,4854.9155,4841.576,4481.043,4474.667,4515.0396,4506.5977
13246.964,6224.777,4827.9766,4814.3604,4454.5063,4447.946,4487.8,4479.184
13305.574,6193.9365,4801.162,4787.265,4428.132,4421.385,4460.6953,4451.904
13364.185,6163.209,4774.4707,4760.287,4401.918,4394.978,4433.7285,4424.758
13422.795,6132.438,4747.9014,4733.428,4375.8657,4368.7295,4406.8955,4397.745
13481.405,6101.7905,4721.4536,4706.684,4349.9707,4342.6353,4380.198,4370.862
13540.016,6071.0796,4695.1265,4680.0586,4324.235,4316.6953,4353.6313,4344.11
13598.626,6040.4854,4668.92,4653.5474,4298.6553,4290.9097,4327.1987,4317.4873
13657.236,6009.847,4642.832,4627.153,4273.2334,4265.277,4300.895,4290.9927
13715.848,5979.328,4616.865,4600.871,4247.965,4239.7944,4274.7217,4264.6265
13774.458,5948.743,4591.0146,4574.704,4222.853,4214.464,4248.679,4238.387
13833.068,5918.276,4565.2827,4548.6484,4197.8955,4189.283,4222.7637,4212.2725
13891.679,5887.751,4539.668,4522.705,4173.0913,4164.2505,4196.976,4186.2837
13950.289,5857.355,4514.1675,4496.8745,4148.4395,4139.3667,4171.314,4160.417
14008.899,5826.891,4488.7837,4471.1543,4123.935,4114.6274,4145.7773,4134.675
14067.51,5796.539,4463.515,4445.5435,4099.5835,4090.0344,4120.3657,4109.0522
14126.12,5766.1235,4438.3584,4420.041,4075.3801,4065.5852,4095.0774,4083.551
14184.73,5735.8364,4413.317,4394.6475,4051.3245,4041.2795,4069.911,4058.1707
14243.342,5705.4688,4388.387,4369.362,4027.4167,4017.118,4044.867,4032.9082
14301.952,5675.205,4363.57,4344.1836,4003.6555,3993.098,4019.9434,4007.766
14360.5625,5644.881,4338.8643,4319.1113,3980.039,3969.2185,3995.14,3982.7405
