spot,flat_65_vol_bermudan.csv,BS_vol_surface_expire_bermudan.csv,BS_vol_surface_expire_contin.csv,local_vol_expiry_bermudan.csv,local_vol_expiry_contin.csv,local_vol_t_bermudan.csv,local_vol_t_contin.csv
46889.367,13.262506,21.199692,0.0,13.871884,0.0,13.933055,0.0
46947.977,13.099289,20.912699,0.0,13.673434,0.0,13.769996,0.0
47006.586,12.938024,20.629465,0.0,13.477754,0.0,13.608803,0.0
47065.2,12.778671,20.349873,0.0,13.284773,0.0,13.449529,0.0
47123.81,12.621232,20.07396,0.0,13.094546,0.0,13.29211,0.0
47182.418,12.465683,19.801634,0.0,12.906921,0.0,13.13657,0.0
47241.03,12.311978,19.532852,0.0,12.721946,0.0,12.982825,0.0
47299.64,12.160142,19.26759,0.0,12.539538,0.0,12.830934,0.0
47358.25,12.0101,19.00582,0.0,12.359701,0.0,12.680797,0.0
47416.86,11.861889,18.747438,0.0,12.182374,0.0,12.532459,0.0
47475.473,11.7154255,18.492458,0.0,12.00756,0.0,12.385836,0.0
47534.082,11.570749,18.240799,0.0,11.835184,0.0,12.240964,0.0
47592.69,11.427807,17.992464,0.0,11.665208,0.0,12.09779,0.0
47651.3,11.286584,17.747375,0.0,11.497639,0.0,11.95631,0.0
47709.914,11.147055,17.505495,0.0,11.33242,0.0,11.816491,0.0
47768.523,11.009219,17.2668,0.0,11.169514,0.0,11.678322,0.0
47827.133,10.873044,17.031258,0.0,11.008942,0.0,11.541804,0.0
47885.746,10.738501,16.798792,0.0,10.850597,0.0,11.406856,0.0
47944.355,10.605604,16.569408,0.0,10.694496,0.0,11.273547,0.0
48002.965,10.474301,16.343048,0.0,10.540551,0.0,11.141789,0.0
48061.574,10.344603,16.119682,0.0,10.3888445,0.0,11.011598,0.0
48120.188,10.2164545,15.899231,0.0,10.239256,0.0,10.88293,0.0
48178.797,10.089873,15.681729,0.0,10.091794,0.0,10.7557955,0.0
48237.406,9.964827,15.4670925,0.0,9.946399,0.0,10.630167,0.0
48296.02,9.841283,15.255285,0.0,9.803062,0.0,10.50602,0.0
48354.63,9.719262,15.046291,0.0,9.6617365,0.0,10.383335,0.0
48413.24,9.598712,14.840074,0.0,9.522419,0.0,10.262116,0.0
48471.848,9.479636,14.636581,0.0,9.38509,0.0,10.1423235,0.0
48530.46,9.361998,14.435787,0.0,9.249699,0.0,10.023953,0.0
48589.07,9.245809,14.237665,0.0,9.116215,0.0,9.906982,0.0
48647.68,9.131027,14.042186,0.0,8.984655,0.0,9.791394,0.0
48706.29,9.017657,13.849299,0.0,8.854945,0.0,9.677188,0.0
48764.902,8.905653,13.658969,0.0,8.727073,0.0,9.56432,0.0
48823.51,8.795032,13.471189,0.0,8.6010065,0.0,9.452793,0.0
48882.12,8.6857605,13.285903,0.0,8.476766,0.0,9.342596,0.0
48940.734,8.577824,13.103088,0.0,8.35426,0.0,9.233688,0.0
48999.344,8.471213,12.922711,0.0,8.233511,0.0,9.126099,0.0
49057.953,8.365913,12.744755,0.0,8.114475,0.0,9.019763,0.0
49116.562,8.261901,12.569171,0.0,7.997152,0.0,8.914702,0.0
49175.176,8.159163,12.395927,0.0,7.881493,0.0,8.810877,0.0
49233.785,8.057688,12.225004,0.0,7.767489,0.0,8.708297,0.0
49292.395,7.957473,12.05638,0.0,7.6550875,0.0,8.606932,0.0
49351.008,7.858467,11.889996,0.0,7.54431,0.0,8.506762,0.0
49409.617,7.760701,11.725861,0.0,7.435118,0.0,8.407785,0.0
49468.227,7.6641316,11.563921,0.0,7.327501,0.0,8.309998,0.0
49526.836,7.568761,11.4041605,0.0,7.2213917,0.0,8.213354,0.0
49585.45,7.4745502,11.246529,0.0,7.1168103,0.0,8.117861,0.0
49644.06,7.3815107,11.091028,0.0,7.013723,0.0,8.023505,0.0
49702.668,7.289621,10.937623,0.0,6.9121265,0.0,7.9302797,0.0
49761.277,7.1988716,10.786271,0.0,6.811966,0.0,7.8381457,0.0
49819.89,7.1092277,10.63696,0.0,6.7132425,0.0,7.747112,0.0
49878.5,7.0207014,10.48966,0.0,6.615927,0.0,7.6571593,0.0
49937.11,6.9332757,10.344346,0.0,6.520021,0.0,7.5682783,0.0
49995.723,6.8469257,10.200987,0.0,6.425473,0.0,7.4804554,0.0
50054.332,6.7616525,10.059568,0.0,6.332298,0.0,7.3936634,0.0
50112.94,6.6774316,9.920055,0.0,6.240453,0.0,7.307922,0.0
50171.55,6.5942664,9.782429,0.0,6.1499395,0.0,7.223186,0.0
50230.164,6.5121136,9.646656,0.0,6.060703,0.0,7.1394644,0.0
50288.773,6.430998,9.512726,0.0,5.972765,0.0,7.0567346,0.0
50347.383,6.3508782,9.380606,0.0,5.8860874,0.0,6.974988,0.0
50405.996,6.2717624,9.25027,0.0,5.8006635,0.0,6.8942084,0.0
50464.605,6.1936235,9.121704,0.0,5.7164474,0.0,6.814391,0.0
50523.215,6.1164684,8.994886,0.0,5.633451,0.0,6.7355323,0.0
50581.824,6.040261,8.869784,0.0,5.5516596,0.0,6.6575956,0.0
50640.438,5.9650135,8.746372,0.0,5.4710326,0.0,6.580589,0.0
50699.047,5.8906937,8.624645,0.0,5.39156,0.0,6.504495,0.0
50757.656,5.8173103,8.504574,0.0,5.3132553,0.0,6.4293113,0.0
50816.266,5.7448306,8.386132,0.0,5.2360644,0.0,6.35501,0.0
50874.88,5.6732655,8.269287,0.0,5.1599817,0.0,6.281594,0.0
50933.49,5.6025834,8.154048,0.0,5.0849996,0.0,6.2090535,0.0
50992.098,5.5327935,8.040371,0.0,5.011114,0.0,6.137369,0.0
51050.71,5.4638624,7.9282393,0.0,4.938264,0.0,6.0665374,0.0
51109.32,5.3958063,7.8176374,0.0,4.8664775,0.0,5.996546,0.0
51167.93,5.328591,7.7085443,0.0,4.79573,0.0,5.9273834,0.0
51226.54,5.2622213,7.600945,0.0,4.72602,0.0,5.8590446,0.0
51285.152,5.196675,7.4947987,0.0,4.657295,0.0,5.791503,0.0
51343.76,5.1319547,7.3901134,0.0,4.5895786,0.0,5.724776,0.0
51402.37,5.0680456,7.2868514,0.0,4.5228214,0.0,5.658831,0.0
51460.984,5.0049233,7.1850014,0.0,4.4570355,0.0,5.593667,0.0
51519.594,4.942607,7.0845437,0.0,4.392195,0.0,5.529274,0.0
51578.203,4.8810616,6.9854627,0.0,4.3283067,0.0,5.465658,0.0
51636.812,4.8202915,6.8877306,0.0,4.2653365,0.0,5.402769,0.0
51695.426,4.760273,6.791338,0.0,4.203285,0.0,5.340644,0.0
51754.035,4.7010145,6.696265,0.0,4.14212,0.0,5.2792354,0.0
51812.645,4.6424994,6.6024985,0.0,4.0818377,0.0,5.218577,0.0
51871.254,4.584709,6.510014,0.0,4.0224333,0.0,5.1586065,0.0
51929.867,4.5276546,6.418791,0.0,3.963883,0.0,5.099365,0.0
51988.477,4.4713006,6.3288255,0.0,3.9061873,0.0,5.040803,0.0
52047.086,4.415674,6.240092,0.0,3.8493166,0.0,4.982963,0.0
52105.7,4.3607183,6.1525683,0.0,3.7932699,0.0,4.9257636,0.0
52164.31,4.306468,6.0662546,0.0,3.738044,0.0,4.8692756,0.0
52222.918,4.2529078,5.981124,0.0,3.6836126,0.0,4.813421,0.0
52281.527,4.199983,5.897163,0.0,3.6299748,0.0,4.758252,0.0
52340.14,4.147765,5.81435,0.0,3.5771024,0.0,4.7037024,0.0
52398.75,4.0961685,5.7326775,0.0,3.5250027,0.0,4.64982,0.0
52457.36,4.0452247,5.652132,0.0,3.4736645,0.0,4.596545,0.0
52515.97,3.9949455,5.5726886,0.0,3.4230711,0.0,4.5439234,0.0
52574.582,3.9452531,5.4943376,0.0,3.3732033,0.0,4.491886,0.0
52633.19,3.8962133,5.417067,0.0,3.3240569,0.0,4.4404864,0.0
52691.8,3.8477843,5.340863,0.0,3.2756176,0.0,4.3896675,0.0
52750.414,3.7999516,5.265701,0.0,3.2278948,0.0,4.339458,0.0
52809.023,3.7527184,5.1915812,0.0,3.1808598,0.0,4.2898235,0.0
52867.633,3.706092,5.1184793,0.0,3.1345043,0.0,4.240779,0.0
52926.242,3.6600358,5.046386,0.0,3.088813,0.0,4.1923018,0.0
52984.855,3.6145513,4.97528,0.0,3.0437937,0.0,4.1443915,0.0
53043.465,3.5696514,4.905161,0.0,2.9994226,0.0,4.097032,0.0
53102.074,3.525307,4.836005,0.0,2.9556985,0.0,4.050239,0.0
53160.688,3.4815066,4.7678,0.0,2.9126105,0.0,4.003969,0.0
53219.297,3.4382658,4.700543,0.0,2.870152,0.0,3.958254,0.0
53277.906,3.3955686,4.63421,0.0,2.8283021,0.0,3.913063,0.0
53336.516,3.3533986,4.568795,0.0,2.787056,0.0,3.8683991,0.0
53395.13,3.31174,4.5042744,0.0,2.7464058,0.0,3.8242433,0.0
53453.74,3.270635,4.4406514,0.0,2.7063472,0.0,3.7806103,0.0
53512.348,3.2300208,4.377909,0.0,2.666872,0.0,3.7374716,0.0
53570.957,3.1899123,4.3160286,0.0,2.6279676,0.0,3.6948407,0.0
53629.57,3.150308,4.255,0.0,2.58963,0.0,3.6526875,0.0
53688.18,3.111193,4.19482,0.0,2.551843,0.0,3.6110337,0.0
53746.79,3.0725915,4.13547,0.0,2.514604,0.0,3.5698454,0.0
53805.402,3.034422,4.076935,0.0,2.4779022,0.0,3.529141,0.0
53864.01,2.9967635,4.0192156,0.0,2.4417434,0.0,3.4888935,0.0
53922.62,2.9595642,3.962292,0.0,2.4061005,0.0,3.4491236,0.0
53981.23,2.922825,3.9061542,0.0,2.3709743,0.0,3.4097881,0.0
54039.844,2.8865378,3.8507895,0.0,2.336351,0.0,3.3709188,0.0
54098.453,2.8507082,3.7961938,0.0,2.302238,0.0,3.33248,0.0
54157.062,2.8153157,3.7423527,0.0,2.268608,0.0,3.2944925,0.0
54215.676,2.7803657,3.689252,0.0,2.235465,0.0,3.2569225,0.0
54274.285,2.7458427,3.6368885,0.0,2.2028046,0.0,3.2197914,0.0
54332.895,2.7117543,3.5852497,0.0,2.1706185,0.0,3.183076,0.0
54391.504,2.6780763,3.5343232,0.0,2.1389008,0.0,3.146782,0.0
54450.117,2.644825,3.484099,0.0,2.107636,0.0,3.110887,0.0
54508.727,2.611969,3.4345698,0.0,2.0768244,0.0,3.0754104,0.0
54567.336,2.579535,3.3857272,0.0,2.0464516,0.0,3.040327,0.0
54625.945,2.5474823,3.3375573,0.0,2.0165212,0.0,3.005635,0.0
54684.56,2.5158393,3.2900534,0.0,1.98702,0.0,2.9713366,0.0
54743.168,2.4845686,3.2432044,0.0,1.9579498,0.0,2.9374223,0.0
54801.777,2.4536989,3.1970077,0.0,1.9292958,0.0,2.9038904,0.0
54860.39,2.4231904,3.1514416,0.0,1.9010593,0.0,2.8707273,0.0
54919.0,2.3930695,3.1065106,0.0,1.8732253,0.0,2.8379407,0.0
54977.61,2.363302,3.062201,0.0,1.8457916,0.0,2.80551,0.0
55036.22,2.333913,3.0185013,0.0,1.8187551,0.0,2.7734516,0.0
55094.832,2.3048663,2.9754016,0.0,1.7921052,0.0,2.7417345,0.0
55153.44,2.2761865,2.932902,0.0,1.7658391,0.0,2.7103813,0.0
55212.05,2.247843,2.8909867,0.0,1.7399484,0.0,2.6793609,0.0
55270.664,2.219854,2.8496485,0.0,1.7144347,0.0,2.6486955,0.0
55329.273,2.1921957,2.8088832,0.0,1.6892821,0.0,2.6183546,0.0
55387.883,2.16488,2.768679,0.0,1.6644897,0.0,2.5883598,0.0
55446.492,2.137885,2.7290304,0.0,1.6400541,0.0,2.5586782,0.0
55505.105,2.1112242,2.6899245,0.0,1.6159711,0.0,2.529336,0.0
55563.715,2.0848753,2.6513608,0.0,1.592232,0.0,2.500297,0.0
55622.324,2.0588527,2.6133263,0.0,1.5688329,0.0,2.4715943,0.0
55680.934,2.0331328,2.5758176,0.0,1.5457634,0.0,2.443181,0.0
55739.547,2.0077274,2.5388217,0.0,1.5230294,0.0,2.4150922,0.0
55798.156,1.9826201,2.502337,0.0,1.5006192,0.0,2.3872895,0.0
55856.766,1.9578183,2.4663544,0.0,1.4785236,0.0,2.3598082,0.0
55915.38,1.9333031,2.4308634,0.0,1.4567395,0.0,2.3325963,0.0
55973.99,1.9090894,2.3958626,0.0,1.4352772,0.0,2.3056974,0.0
56032.598,1.8851541,2.3613412,0.0,1.4141107,0.0,2.2790697,0.0
56091.207,1.8615091,2.3272955,0.0,1.3932476,0.0,2.2527385,0.0
56149.82,1.8381361,2.2937126,0.0,1.3726776,0.0,2.2266738,0.0
56208.43,1.8150469,2.2605932,0.0,1.3524076,0.0,2.2008965,0.0
56267.04,1.7922219,2.2279274,0.0,1.3324172,0.0,2.1753833,0.0
56325.652,1.7696697,2.1957078,0.0,1.312714,0.0,2.1501448,0.0
56384.26,1.7473764,2.1639283,0.0,1.293286,0.0,2.1251633,0.0
56442.87,1.7253513,2.1325865,0.0,1.2741387,0.0,2.1004534,0.0
56501.48,1.703576,2.1016686,0.0,1.2552538,0.0,2.0759919,0.0
56560.094,1.682058,2.0711753,0.0,1.2366403,0.0,2.05179,0.0
56618.703,1.6607844,2.0410953,0.0,1.218286,0.0,2.0278358,0.0
56677.312,1.639764,2.0114295,0.0,1.2001954,0.0,2.0041313,0.0
56735.92,1.6189805,1.982163,0.0,1.1823512,0.0,1.9806693,0.0
56794.535,1.5984397,1.9532968,0.0,1.1647613,0.0,1.9574502,0.0
56853.145,1.5781312,1.9248221,0.0,1.1474159,0.0,1.9344648,0.0
56911.754,1.5580608,1.8967344,0.0,1.1303164,0.0,1.9117148,0.0
56970.367,1.5382134,1.8690257,0.0,1.1134503,0.0,1.889196,0.0
57028.977,1.5185965,1.8416951,0.0,1.0968221,0.0,1.8669055,0.0
57087.586,1.4991994,1.8147327,0.0,1.0804247,0.0,1.8448383,0.0
57146.195,1.4800253,1.7881371,0.0,1.0642532,0.0,1.822994,0.0
57204.81,1.4610628,1.7618968,0.0,1.0483062,0.0,1.8013654,0.0
57263.418,1.4423181,1.7360126,0.0,1.0325819,0.0,1.7799557,0.0
57322.027,1.4237798,1.710477,0.0,1.0170767,0.0,1.7587563,0.0
57380.64,1.4054518,1.6852827,0.0,1.001784,0.0,1.7377647,0.0
57439.25,1.3873254,1.6604288,0.0,0.98670006,0.0,1.7169825,0.0
57497.86,1.3694037,1.6359066,0.0,0.9718235,0.0,1.6964045,0.0
57556.47,1.3516759,1.6117153,0.0,0.95715076,0.0,1.6760244,0.0
57615.082,1.3341485,1.5878433,0.0,0.9426791,0.0,1.6558406,0.0
57673.69,1.3168092,1.5642942,0.0,0.92840576,0.0,1.6358559,0.0
57732.3,1.2996657,1.5410563,0.0,0.91432714,0.0,1.6160647,0.0
57790.91,1.2827021,1.5181298,0.0,0.9004375,0.0,1.5964576,0.0
57849.523,1.2659297,1.4955043,0.0,0.8867386,0.0,1.5770407,0.0
57908.133,1.2493331,1.4731814,0.0,0.8732245,0.0,1.5578066,0.0
57966.742,1.2329218,1.4511524,0.0,0.8598923,0.0,1.53876,0.0
58025.355,1.2166799,1.4294145,0.0,0.84673876,0.0,1.5198817,0.0
58083.965,1.2006193,1.4079622,0.0,0.8337643,0.0,1.5011892,0.0
58142.574,1.1847234,1.3867953,0.0,0.82096314,0.0,1.4826641,0.0
58201.184,1.1690031,1.3659037,0.0,0.8083324,0.0,1.4643183,0.0
58259.797,1.1534411,1.345285,0.0,0.79586524,0.0,1.4461325,0.0
58318.406,1.1380514,1.324937,0.0,0.78356636,0.0,1.428119,0.0
58377.016,1.1228157,1.3048538,0.0,0.77143073,0.0,1.4102665,0.0
58435.63,1.1077453,1.2850311,0.0,0.75945663,0.0,1.3925794,0.0
58494.24,1.0928255,1.2654659,0.0,0.74763775,0.0,1.3750455,0.0
58552.848,1.0780667,1.2461545,0.0,0.73597485,0.0,1.3576752,0.0
58611.457,1.063454,1.2270919,0.0,0.7244617,0.0,1.340453,0.0
58670.07,1.0489956,1.2082736,0.0,0.7130999,0.0,1.3233899,0.0
58728.68,1.0346801,1.189698,0.0,0.7018854,0.0,1.3064708,0.0
58787.29,1.0205152,1.1713594,0.0,0.6908179,0.0,1.2897024,0.0
58845.9,1.0064887,1.1532562,0.0,0.67988986,0.0,1.2730788,0.0
58904.51,0.99260664,1.1353803,0.0,0.66910195,0.0,1.256599,0.0
58963.12,0.9788598,1.1177331,0.0,0.65845394,0.0,1.2402595,0.0
59021.73,0.9652539,1.1003089,0.0,0.647941,0.0,1.2240598,0.0
59080.344,0.9517782,1.0831022,0.0,0.63755983,0.0,1.2079947,0.0
59138.953,0.93843883,1.0661123,0.0,0.6273092,0.0,1.1920693,0.0
59197.562,0.9252266,1.0493358,0.0,0.6171883,0.0,1.1762725,0.0
59256.17,0.9121462,1.032767,0.0,0.60719174,0.0,1.160609,0.0
59314.785,0.89918834,1.0164034,0.0,0.59732115,0.0,1.1450696,0.0
59373.395,0.8863585,1.0002427,0.0,0.5875727,0.0,1.1296653,0.0
59432.004,0.87364787,0.9842812,0.0,0.5779448,0.0,1.1143767,0.0
59490.617,0.8610605,0.96851367,0.0,0.56843203,0.0,1.0992185,0.0
59549.227,0.84859043,0.95294,0.0,0.5590386,0.0,1.084173,0.0
59607.836,0.83623856,0.9375552,0.0,0.5497584,0.0,1.0692571,0.0
59666.445,0.8239995,0.9223561,0.0,0.54058987,0.0,1.0544467,0.0
59725.06,0.8118756,0.9073394,0.0,0.5315283,0.0,1.0397624,0.0
59783.668,0.7998613,0.89250374,0.0,0.5225751,0.0,1.0251796,0.0
59842.277,0.7879594,0.8778437,0.0,0.5137312,0.0,1.0107216,0.0
59900.887,0.7761617,0.86335856,0.0,0.50498974,0.0,0.9963621,0.0
59959.5,0.7644727,0.84904283,0.0,0.49635863,0.0,0.98211914,0.0
60018.11,0.7528866,0.83489555,0.0,0.4878365,0.0,0.9679715,0.0
60076.72,0.7414044,0.8209133,0.0,0.47942054,0.0,0.95394135,0.0
60135.332,0.73002106,0.8070926,0.0,0.47110888,0.0,0.9400025,0.0
60193.94,0.71873873,0.7934321,0.0,0.46290055,0.0,0.9261739,0.0
60252.55,0.70755404,0.7799288,0.0,0.4547937,0.0,0.9124344,0.0
60311.16,0.69646466,0.7665792,0.0,0.44678557,0.0,0.89880437,0.0
60369.773,0.68547004,0.7533792,0.0,0.43887493,0.0,0.8852588,0.0
60428.383,0.67456734,0.74033034,0.0,0.43106052,0.0,0.8718166,0.0
60486.992,0.6637572,0.72742605,0.0,0.42334014,0.0,0.8584592,0.0
60545.6,0.6530363,0.7146658,0.0,0.4157125,0.0,0.8452,0.0
60604.215,0.6424028,0.7020456,0.0,0.4081746,0.0,0.83202356,0.0
60662.824,0.6318563,0.68956435,0.0,0.4007268,0.0,0.81893975,0.0
60721.434,0.6213951,0.6772185,0.0,0.39336613,0.0,0.8059387,0.0
60780.047,0.6110163,0.6650057,0.0,0.38609073,0.0,0.793024,0.0
60838.656,0.60072124,0.6529242,0.0,0.3789004,0.0,0.78019273,0.0
60897.266,0.59050584,0.640971,0.0,0.37179247,0.0,0.7674421,0.0
60955.875,0.5803702,0.6291435,0.0,0.36476547,0.0,0.754772,0.0
61014.49,0.5703108,0.6174391,0.0,0.3578177,0.0,0.7421802,0.0
61073.098,0.56032944,0.6058562,0.0,0.35094854,0.0,0.72966725,0.0
61131.707,0.5504211,0.5943927,0.0,0.3441556,0.0,0.71722656,0.0
61190.32,0.5405879,0.58304465,0.0,0.33743748,0.0,0.7048632,0.0
61248.93,0.5308254,0.57181215,0.0,0.33079302,0.0,0.69257057,0.0
61307.54,0.5211348,0.5606906,0.0,0.32422072,0.0,0.68035203,0.0
61366.15,0.51151246,0.5496797,0.0,0.31771868,0.0,0.6681994,0.0
61424.76,0.5019588,0.5387749,0.0,0.3112859,0.0,0.65611863,0.0
61483.37,0.49247104,0.5279763,0.0,0.30492052,0.0,0.64410275,0.0
61541.98,0.48304978,0.517281,0.0,0.29862195,0.0,0.6321553,0.0
61600.59,0.4736911,0.5066861,0.0,0.2923878,0.0,0.62026864,0.0
61659.203,0.46439612,0.4961901,0.0,0.28621727,0.0,0.6084481,0.0
61717.812,0.4551614,0.48579058,0.0,0.2801089,0.0,0.5966869,0.0
61776.42,0.4459885,0.4754862,0.0,0.27406147,0.0,0.58498836,0.0
61835.035,0.43687212,0.4652735,0.0,0.2680729,0.0,0.57334644,0.0
61893.645,0.4278156,0.4551523,0.0,0.26214305,0.0,0.561764,0.0
61952.254,0.41881344,0.44511876,0.0,0.25626987,0.0,0.5502384,0.0
62010.863,0.40986815,0.4351719,0.0,0.2504522,0.0,0.5387668,0.0
62069.477,0.4009747,0.42530885,0.0,0.24468823,0.0,0.52735007,0.0
62128.086,0.39213565,0.415529,0.0,0.2389778,0.0,0.5159852,0.0
62186.695,0.3833466,0.4058292,0.0,0.23331885,0.0,0.50467306,0.0
62245.31,0.37460864,0.39620763,0.0,0.22770996,0.0,0.49340934,0.0
62303.918,0.36591887,0.38666296,0.0,0.22215043,0.0,0.48219663,0.0
62362.527,0.35727802,0.37719324,0.0,0.21663913,0.0,0.47103068,0.0
62421.137,0.34868276,0.36779597,0.0,0.21117423,0.0,0.45991215,0.0
62479.75,0.34013307,0.3584692,0.0,0.2057546,0.0,0.44883737,0.0
62538.36,0.33162785,0.3492118,0.0,0.20037957,0.0,0.4378088,0.0
62596.97,0.3231663,0.34002185,0.0,0.19504769,0.0,0.4268224,0.0
62655.58,0.31474596,0.33089727,0.0,0.18975759,0.0,0.41587788,0.0
62714.19,0.30636662,0.3218352,0.0,0.18450783,0.0,0.4049742,0.0
62772.8,0.29802722,0.3128355,0.0,0.17929813,0.0,0.3941097,0.0
62831.41,0.2897265,0.3038962,0.0,0.17412682,0.0,0.38328466,0.0
62890.023,0.28146228,0.2950138,0.0,0.16899227,0.0,0.37249506,0.0
62948.633,0.27323565,0.28618878,0.0,0.16389439,0.0,0.36174324,0.0
63007.242,0.2650439,0.2774181,0.0,0.15883145,0.0,0.35102597,0.0
63065.85,0.2568864,0.2687005,0.0,0.15380241,0.0,0.34034315,0.0
63124.465,0.2487613,0.26003352,0.0,0.14880574,0.0,0.3296915,0.0
63183.074,0.24066886,0.25141653,0.0,0.14384133,0.0,0.3190744,0.0
63241.684,0.23260723,0.24284735,0.0,0.13890728,0.0,0.30848536,0.0
63300.297,0.2245752,0.23432337,0.0,0.13400254,0.0,0.29792756,0.0
63358.906,0.21657206,0.2258448,0.0,0.12912647,0.0,0.28739703,0.0
63417.516,0.20859683,0.21740876,0.0,0.12427796,0.0,0.27689573,0.0
63476.125,0.20064835,0.20901394,0.0,0.119455576,0.0,0.2664191,0.0
63534.74,0.1927247,0.20065787,0.0,0.1146583,0.0,0.25596908,0.0
63593.348,0.18482618,0.19234036,0.0,0.109885424,0.0,0.24554208,0.0
63651.957,0.17695126,0.18405901,0.0,0.10513588,0.0,0.23514012,0.0
63710.566,0.16909869,0.17581214,0.0,0.10040838,0.0,0.2247588,0.0
63769.18,0.16126727,0.16759787,0.0,0.095701784,0.0,0.2143997,0.0
63827.79,0.15345657,0.15941557,0.0,0.09101553,0.0,0.20406002,0.0
63886.4,0.14566539,0.15126309,0.0,0.08634842,0.0,0.19374095,0.0
63945.01,0.13789204,0.14313833,0.0,0.081699125,0.0,0.18343768,0.0
64003.62,0.13013686,0.13504091,0.0,0.077067286,0.0,0.173154,0.0
64062.23,0.12239765,0.12696858,0.0,0.07245146,0.0,0.16288504,0.0
64120.84,0.114674166,0.118919924,0.0,0.06785084,0.0,0.15263276,0.0
64179.453,0.106964365,0.11089274,0.0,0.06326402,0.0,0.14239243,0.0
64238.062,0.09926873,0.10288683,0.0,0.05869072,0.0,0.13216734,0.0
64296.67,0.091585234,0.0948999,0.0,0.054129563,0.0,0.12195375,0.0
64355.285,0.083912976,0.08692996,0.0,0.049579374,0.0,0.11175138,0.0
64413.895,0.07625137,0.07897668,0.0,0.045039788,0.0,0.10155925,0.0
64472.504,0.06859964,0.07103788,0.0,0.04050949,0.0,0.091377266,0.0
64531.113,0.060956087,0.06311227,0.0,0.03598759,0.0,0.08120313,0.0
64589.727,0.05331987,0.055197615,0.0,0.031472784,0.0,0.07103632,0.0
64648.336,0.045690563,0.047293678,0.0,0.026964782,0.0,0.060876112,0.0
64706.945,0.038067125,0.0393984,0.0,0.022462312,0.0,0.050722007,0.0
64765.555,0.0304482,0.031510297,0.0,0.017964462,0.0,0.04057225,0.0
64824.168,0.022832658,0.02362743,0.0,0.013469974,0.0,0.030425685,0.0
64882.777,0.01522036,0.015749404,0.0,0.0089785615,0.0,0.020282399,0.0
64941.387,0.0076099783,0.007874251,0.0,0.0044889706,0.0,0.010141099,0.0
65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
